eventDate,cleanDate,season,sport,sportSlug,levelSlug,levelLabel,eventTime,homeOrAway,vsOrAt,opponent,opponentMascot,opponentComplete,location,eventType,isCancelled,isPostponed,isTimeTBD,conferenceGame,homeScore,awayScore,result,postSlug,posterFile,eventId
2025-08-20,08/20,2025,Football,football,8th,8th Grade,05:45 PM,Home,vs,SALEM JUNIOR HIGH SCHOOL,,SALEM JUNIOR HIGH SCHOOL,Poland Seminary High School,Game,false,false,false,false,,,,2025-08-20_8th_football,2025-08-20_8th_football.jpg,a590469b-e810-42c6-ab7f-c69550761099
2025-08-28,08/28,2025,Football,football,8th,8th Grade,05:00 PM,Away,@,LAKEVIEW MIDDLE SCHOOL,,LAKEVIEW MIDDLE SCHOOL,LAKEVIEW MIDDLE SCHOOL,Game,false,false,false,false,,,,2025-08-28_8th_football,2025-08-28_8th_football.jpg,71c2c323-c4a0-4459-91f5-dbfaa1e872e2
2025-09-04,09/04,2025,Football,football,8th,8th Grade,05:00 PM,Away,@,STRUTHERS MIDDLE SCHOOL,,STRUTHERS MIDDLE SCHOOL,STRUTHERS MIDDLE SCHOOL,Game,false,false,false,false,,,,2025-09-04_8th_football,2025-09-04_8th_football.jpg,0af542c5-cf63-4089-b126-6225604037ca
2025-09-11,09/11,2025,Football,football,8th,8th Grade,05:30 PM,Away,@,CANFIELD VILLAGE MIDDLE SCHOOL,,CANFIELD VILLAGE MIDDLE SCHOOL,CANFIELD VILLAGE MIDDLE SCHOOL,Game,false,false,false,false,,,,2025-09-11_8th_football,2025-09-11_8th_football.jpg,3b953d46-8ee9-4ed1-a73b-134a26a24438
2025-09-18,09/18,2025,Football,football,8th,8th Grade,06:00 PM,Home,vs,Hubbard,Eagles,Hubbard Eagles,Poland Seminary High School,Game,false,false,false,true,,,,2025-09-18_8th_football,2025-09-18_8th_football.jpg,52fa8dcb-adcf-4b3d-8a57-4ad9e829d494
2025-09-25,09/25,2025,Football,football,8th,8th Grade,05:00 PM,Away,@,South Range Middle School,,South Range Middle School,South Range Middle School,Game,false,false,false,false,,,,2025-09-25_8th_football,2025-09-25_8th_football.jpg,60d4cbf6-8217-4666-bc89-b63220614d2d
2025-10-01,10/01,2025,Football,football,8th,8th Grade,06:30 PM,Home,vs,Niles Middle School,,Niles Middle School,Poland Seminary High School,Game,false,false,false,false,,,,2025-10-01_8th_football,2025-10-01_8th_football.jpg,8e0c636f-36f8-40f9-85d1-d7df3ceb5fb2
2025-10-09,10/09,2025,Football,football,8th,8th Grade,06:00 PM,Home,vs,Girard,Indians,Girard Indians,Poland Seminary High School,Game,false,false,false,true,,,,2025-10-09_8th_football,2025-10-09_8th_football.jpg,0c7e9f4a-3214-4de1-b644-067a078434de
2026-08-26,08/26,2026,Football,football,8th,8th Grade,06:00 PM,Home,vs,LAKEVIEW MIDDLE SCHOOL,,LAKEVIEW MIDDLE SCHOOL,Poland Seminary High School,Game,false,false,false,false,,,,2026-08-26_8th_football,2026-08-26_8th_football.jpg,b2e69da6-8f5f-4ec6-abef-cd8bdc7ee4fa
2026-09-03,09/03,2026,Football,football,8th,8th Grade,06:00 PM,Home,vs,STRUTHERS MIDDLE SCHOOL,,STRUTHERS MIDDLE SCHOOL,Poland Seminary High School,Game,false,false,false,false,,,,2026-09-03_8th_football,2026-09-03_8th_football.jpg,bc0165e1-e832-4140-8c35-fdd802f74d38
2026-09-09,09/09,2026,Football,football,8th,8th Grade,06:00 PM,Home,vs,CANFIELD VILLAGE MIDDLE SCHOOL,,CANFIELD VILLAGE MIDDLE SCHOOL,Poland Seminary High School,Game,false,false,false,false,,,,2026-09-09_8th_football,2026-09-09_8th_football.jpg,254ac16f-6aa4-414e-9ef3-6f60e9989cd5
2026-09-16,09/16,2026,Football,football,8th,8th Grade,06:00 PM,Away,@,Hubbard MS,,Hubbard MS,Hubbard MS,Game,false,false,false,false,,,,2026-09-16_8th_football,2026-09-16_8th_football.jpg,b0c0a1fe-94ec-412d-bc39-be6c729b9a69
2026-09-23,09/23,2026,Football,football,8th,8th Grade,06:00 PM,Home,vs,South Range Middle School,,South Range Middle School,Poland Seminary High School,Game,false,false,false,false,,,,2026-09-23_8th_football,2026-09-23_8th_football.jpg,1f47a49a-1e1c-434f-baf6-97a73a85f41b
2026-09-30,09/30,2026,Football,football,8th,8th Grade,06:30 PM,Away,@,Niles Middle School,,Niles Middle School,Niles Middle School,Game,false,false,false,false,,,,2026-09-30_8th_football,2026-09-30_8th_football.jpg,f19e1d7b-3f0a-403c-9407-b9ca11fedd03
2026-10-08,10/08,2026,Football,football,8th,8th Grade,06:30 PM,Away,@,Girard,Indians,Girard Indians,Girard Sr High School,Game,false,false,false,true,,,,2026-10-08_8th_football,2026-10-08_8th_football.jpg,5cefb7e0-16e1-4f13-be7e-47ed6e706d61
