eventDate,cleanDate,season,seasonType,sport,sportSlug,gender,levelSlug,levelLabel,teamSlug,eventTime,homeOrAway,vsOrAt,opponent,opponentMascot,opponentComplete,location,eventType,teamScore,opponentScore,result,isCancelled,isPostponed,isTimeTBD,conferenceGame,postSlug,posterFile,eventId
2026-08-11,08/11,2026,Fall,Girls Golf,girls-golf,Girls,varsity,Varsity,girls-golf-varsity,08:30 AM,Away,@,Girard,Indians,Girard Indians,Girard Sr High School,Game,,,,true,false,false,true,2026-08-11_girls-golf,2026-08-11_girls-golf.jpg,0090d3aa-48ba-4acb-9f0d-74df024e001c
