eventDate,cleanDate,season,seasonType,sport,sportSlug,gender,levelSlug,levelLabel,teamSlug,eventTime,homeOrAway,vsOrAt,opponent,opponentMascot,opponentComplete,location,eventType,isCancelled,isPostponed,isTimeTBD,conferenceGame,postSlug,posterFile,eventId
2026-03-30,03/30,2026,Spring,Track & Field,track-field,Co-ed,ms,Middle School,track-field-junior-high,04:45 PM,Home,vs,Niles,Red Dragons,Niles Red Dragons,Poland Seminary High School,Game,false,false,false,true,2026-03-30_ms_track-field,2026-03-30_ms_track-field.jpg,f90ffd37-8fdc-49a1-8a1c-b309bf107613
2026-04-06,04/06,2026,Spring,Track & Field,track-field,Co-ed,ms,Middle School,track-field-junior-high,04:45 PM,Away,'@,Lakeview,Bulldogs,Lakeview Bulldogs,Lakeview High School,Game,true,false,false,true,2026-04-06_ms_track-field,2026-04-06_ms_track-field.jpg,caca440d-f3b9-4c17-a808-f9e4332535d5
2026-04-09,04/09,2026,Spring,Track & Field,track-field,Co-ed,ms,Middle School,track-field-junior-high,04:45 PM,Away,'@,Girard Invitational,,Girard Invitational,Girard Sr High School,Game,false,false,false,false,2026-04-09_ms_track-field,2026-04-09_ms_track-field.jpg,5b0b1646-7045-40f1-b8a0-465e2b94a653
2026-04-13,04/13,2026,Spring,Track & Field,track-field,Co-ed,ms,Middle School,track-field-junior-high,04:45 PM,Home,vs,Niles,Red Dragons,Niles Red Dragons,Poland Seminary High School,Game,false,false,false,true,2026-04-13_ms_track-field,2026-04-13_ms_track-field.jpg,34872f08-71c8-46e0-9de1-07109867ee94
2026-04-15,04/15,2026,Spring,Track & Field,track-field,Co-ed,ms,Middle School,track-field-junior-high,02:30 PM,Home,vs,Middle School Track Pictures,,Middle School Track Pictures,Poland Seminary High School,Game,false,false,false,false,2026-04-15_ms_track-field,2026-04-15_ms_track-field.jpg,7db86f18-a34d-410d-bf67-75cdf12d952f
2026-04-24,04/24,2026,Spring,Track & Field,track-field,Co-ed,ms,Middle School,track-field-junior-high,04:45 PM,Away,'@,South Range Invitational,,South Range Invitational,South Range High School,Game,false,false,false,false,2026-04-24_ms_track-field,2026-04-24_ms_track-field.jpg,3c156b8e-bfdc-45c7-b74f-63f1d8329239
2026-04-27,04/27,2026,Spring,Track & Field,track-field,Co-ed,ms,Middle School,track-field-junior-high,04:45 PM,Away,'@,Mahoning County Meet,,Mahoning County Meet,Boardman High School,Game,false,false,false,false,2026-04-27_ms_track-field,2026-04-27_ms_track-field.jpg,68a59a3f-74bf-4bd8-89d2-f1a04c58fa61
2026-04-29,04/29,2026,Spring,Track & Field,track-field,Co-ed,ms,Middle School,track-field-junior-high,04:45 PM,Away,'@,South Range,Raiders,South Range Raiders,South Range High School,Game,false,false,false,true,2026-04-29_ms_track-field,2026-04-29_ms_track-field.jpg,279580ba-4d07-4f83-9232-0e012c491965
2026-05-04,05/04,2026,Spring,Track & Field,track-field,Co-ed,ms,Middle School,track-field-junior-high,04:45 PM,Away,'@,Hubbard,Eagles,Hubbard Eagles,Hubbard High School,Game,false,false,false,true,2026-05-04_ms_track-field,2026-05-04_ms_track-field.jpg,62b40eb0-e203-4512-b2e1-f375b8a2875e
2026-05-06,05/06,2026,Spring,Track & Field,track-field,Co-ed,ms,Middle School,track-field-junior-high,04:45 PM,Away,'@,NE 8 Conference Championship,,NE 8 Conference Championship,Lakeview High School,Game,false,false,false,false,2026-05-06_ms_track-field,2026-05-06_ms_track-field.jpg,089e4d0f-7ea0-4cff-bda3-1b0d8add7fe9
